Org Code,Org Name,Org Type,Function,Contact,Address 1,Address 2,Town,State,Zip Code,Phone,Fax,Grades
06220008,Blackstone-Millville: John F Kennedy Elementary,Public School,Principal,Steven Tringali,200 Lincoln Street,,Blackstone,MA,01504,508-876-0118,508-876-0158,"K,01,02"
06220010,Blackstone-Millville: Millville Elementary,Public School,Principal,Paul Haughey,122 Berthelette Way,,Millville,MA,01529,508-876-0177,508-883-0339,"PK,K,01,02,03,04,05"
08060605,Blue Hills Regional Vocational Technical: Blue Hills Regional Vocational Technical,Public School,Principal,Jill Rossetti,800 Randolph Street,,Canton,MA,02021,781-828-5800,781-828-3872,"09,10,11,12"
00350541,Boston: Another Course To College,Public School,Principal,Michele Pellam,612 Metropolitan Av,,Hyde Park,MA,02136,617-635-8865,617-635-8866,"09,10,11,12"
00350003,Boston: Baldwin Early Learning Center,Public School,Principal,Tavia Mead,121 Corey Road,,Brighton,MA,02135,617-635-8409,617-635-9544,"PK,K,01"
00350021,Boston: Beethoven,Public School,Principal,Edward Puliafico,5125 Washington Street,,West Roxbury,MA,02132,617-635-8149,617-635-8155,"PK,K,01,02,03"
00350390,Boston: Blackstone,Public School,Principal,Jamel Adkins-sharif,380 Shawmut Avenue,,Boston,MA,02118,617-635-8471,617-635-7975,"PK,K,01,02,03,04,05"
00350548,Boston: Boston Adult Academy,Public School,Principal,Benjamin Helfat,20 Church St,,Back Bay,MA,02116,617-635-1542,617-635-6362,"11,12"
00350546,Boston: Boston Arts Academy,Public School,Principal,Anne Clark,174 Ipswich Street,,Boston,MA,02215,617-635-6470,617-635-8854,"09,10,11,12"
00350755,Boston: Boston Collaborative High School,Public School,Principal,Sherri Neasman,60 Hawthorne St,,Roslindale,MA,02131,617-635-8035,617-635-6821,"07,08,09,10,11,12"
00350558,Boston: Boston Community Leadership Academy,Public School,Principal,Francine Locker,655 Metropolitan Ave,,Hyde Park,MA,02136,617-635-8937,617-635-8942,"09,10,11,12"
00350507,Boston: Boston International High School,Public School,Principal,Thomas King,100 Maxwell St,,Dorchester,MA,02124,617-635-9373,617-635-8224,"09,10,11,12"
00350560,Boston: Boston Latin,Public School,Principal,Rachel Skerritt,78 Avenue Louis Pasteur,,Boston,MA,02115,617-635-8895,617-635-7883,"07,08,09,10,11,12"
00350545,Boston: Boston Latin Academy,Public School,Principal,Chimdi Uchendu,205 Townsend Street,,Dorchester,MA,02121,617-635-9957,617-635-6696,"07,08,09,10,11,12"
00350012,Boston: Boston Teachers Union School,Public School,Principal,Lindsay Chaves,25 Walk Hill Street,,Jamaica Plain,MA,02130,617-635-7717,617-635-9289,"PK,K,01,02,03,04,05,06,07,08"
00350505,Boston: Brighton High,Public School,Principal,Robert Rametti,25 Warren Street,,Brighton,MA,02135,617-635-9873,617-635-9892,"09,10,11,12"
00350036,Boston: Carter Developmental Center,Public School,Principal,Mark O'connor,396 Northampton Street,,Boston,MA,02118,617-635-9832,617-635-7935,"07,08,09,10,11,12"
00350054,Boston: Charles H Taylor,Public School,Principal,Jennifer Marks,1060 Morton Street,,Mattapan,MA,02126,617-635-8731,617-635-6877,"PK,K,01,02,03,04,05"
00350052,Boston: Charles Sumner,Public School,Principal,Catherine MacCuish,15 Basile Street,,Roslindale,MA,02131,617-635-8131,617-635-8136,"PK,K,01,02,03,04,05"
00350515,Boston: Charlestown High,Public School,Principal,William Thomas,240 Medford Street,,Charlestown,MA,02129,617-635-9914,617-635-9928,"09,10,11,12"
00350430,Boston: Clarence R Edwards Middle,Public School,Principal,Laryssa Doherty,28 Walker Street,,Charlestown,MA,02129,617-635-8516,617-635-8522,"06,07,08"
00350518,Boston: Community Academy,Public School,Principal,Rayna Briceno,25 Glen Road,,Jamaica Plain,MA,02130,617-635-8950,617-635-8948,"09,10,11,12"
00350581,Boston: Community Academy of Science and Health,Public School,Principal,Robin Lee,11 Charles Street,,Dorchester,MA,02122,617-635-8950,617-635-8948,"09,10,11,12"
00350020,Boston: Curley K-8 School,Public School,Principal,Katherine Grassa,493 Centre St.,,Jamaica Plain,MA,02130,617-635-8176,617-635-8184,"PK,K,01,02,03,04,05,06,07,08"
00350062,Boston: Curtis Guild,Public School,Principal,Karen McCarthy,195 Leyden Street,,East Boston,MA,02128,617-635-8523,617-635-8526,"PK,K,01,02,03,04,05"
00350066,Boston: Dante Alighieri Montessori School,Public School,Principal,Glenda Colon,37 Gove Street,,East Boston,MA,02128,617-635-8529,617-635-7691,"PK,K,01,02,03,04,05"
00350072,Boston: David A Ellis,Public School,Principal,Cynthia Jacobs,302 Walnut Avenue,,Roxbury,MA,02119,617-635-8257,617-635-8262,"PK,K,01,02,03,04,05"
00350074,Boston: Dearborn,Public School,Principal,Lisa Gilbert-Smith,60 Washington St,,Dorchester,MA,02121,617-635-8412,617-635-8419,"06,07,08,09,10,11,12"
00350077,Boston: Dennis C Haley,Public School,Principal,Kathleen Sullivan,570 American Legion Highway,,Roslindale,MA,02131,617-635-8169,617-635-8173,"PK,K,01,02,03,04,05,06,07,08"
00350080,Boston: Donald Mckay,Public School,Principal,Jordan Weymer,122 Cottage Street,,East Boston,MA,02128,617-635-8510,617-635-8515,"PK,K,01,02,03,04,05,06,07,08"
00350651,Boston: Dorchester Academy,Public School,Principal,Ferdinand Fuentes,11 Charles St,,Dorchester,MA,02125,617-635-9730,617-635-8847,"09,10,11,12"
00350008,Boston: Dr. Catherine Ellison-Rosa Parks Early Ed School,Public School,Principal,Benjamin Rockoff,108 Babson Street,,Mattapan,MA,02126,617-635-7680,617-635-6491,"PK,K,01,02,03"
00350266,Boston: Dr. William Henderson Lower,Public School,Principal,Patricia Lampron,1669 Dorchester Avenue,,Dorchester,MA,02122,617-635-8725,617-635-8728,"PK,K,01"
00350426,Boston: Dr. William Henderson Upper,Public School,Principal,Patricia Lampron,18 Croftland Av  ,,Dorchester,MA,02124,617-635-6365,617-635-6367,"02,03,04,05,06,07,08,09,10,11,12"
00350006,Boston: ELC - West Zone,Public School,Principal,Jean Larrabee,200 Heath Street,,Jamaica Plain,MA,02130,617-635-8275,617-635-9370,"PK,K,01"
00350009,Boston: East Boston Early Childhood Center,Public School,Principal,Olga Frechon,135 Grove Street,,East Boston,MA,02128,617-635-6456,617-635-8864,"PK,K,01"
00350530,Boston: East Boston High,Public School,Principal,Phillip Brangiforte,86 White Street,,East Boston,MA,02128,617-635-9896,617-635-9726,"09,10,11,12"
00350375,Boston: Edison K-8,Public School,Principal,Samantha Varano,60 Glenmont Road,,Brighton,MA,02135,617-635-8436,617-635-8446,"PK,K,01,02,03,04,05,06,07,08"
00350088,Boston: Edward Everett,Public School,Principal,Karen Cahill,71 Pleasant Street,,Dorchester,MA,02125,617-635-8778,617-635-8780,"PK,K,01,02,03,04,05"
00350096,Boston: Eliot Elementary,Public School,Principal,Traci Griffith,16 Charter Street,,Boston,MA,02113,617-635-8545,617-635-8550,"PK,K,01,02,03,04,05,06,07,08"
00350100,Boston: Ellis Mendell,Public School,Principal,Julia Bott,164 School Street,,Roxbury,MA,02119,617-635-8234,617-635-8238,"PK,K,01,02,03,04,05"
00350522,Boston: Excel High School,Public School,Principal,Renee Mccall,95 G. Street,South Boston Education Complex,South Boston,MA,02127,617-635-9870,617-635-9711,"09,10,11,12"
00350540,Boston: Fenway High School,Public School,Principal,Geoffrey Walker,67 Alleghany St,,Roxbury,MA,02120,617-635-9911,617-635-9204,"09,10,11,12"
00350116,Boston: Franklin D Roosevelt,Public School,Principal,Lynda-lee Sheridan,95 Needham Road,,Hyde Park,MA,02136,617-635-8676,617-635-8679,"PK,K,01,02,03,04,05,06,07,08"
00350326,Boston: Gardner Pilot Academy,Public School,Principal,Erica Herman,30 Athol Street,,Allston,MA,02134,617-635-8365,617-635-7812,"PK,K,01,02,03,04,05,06,07,08"
00350122,Boston: George H Conley,Public School,Principal,Joseph Foley,450 Poplar Street,,Roslindale,MA,02131,617-635-8099,617-635-6417,"PK,K,01,02,03,04,05"
00350543,Boston: Greater Egleston Community High School,Public School,Principal,Julie Coles,80 School St,,Roxbury,MA,02119,617-635-6429,617-635-6469,"10,11,12"
00350200,Boston: Harvard-Kent,Public School,Principal,Jason Gallagher,50 Bunker Hill Street,,Charlestown,MA,02129,617-635-8358,617-635-8364,"PK,K,01,02,03,04,05"
00350010,Boston: Haynes Early Education Center,Public School,Principal,Donette Wilson-Wood,263 Blue Hill Avenue,,Roxbury ,MA,02119,617-635-6446,617-635-9795,"PK,K,01"
00350135,Boston: Henry Grew,Public School,Principal,Christine Connolly,40 Gordon Avenue,,Hyde Park,MA,02136,617-635-8715,617-635-8718,"PK,K,01,02,03,04,05"
00350015,Boston: Higginson,Public School,Principal,Marie Mullen,160 Harrishof Street,,Roxbury,MA,02119,617-635-8247,617-635-8252,"PK,K,01,02"
00350377,Boston: Higginson/Lewis K-8,Public School,Principal,Darlene Ratliff,131 Walnut Avenue,,Roxbury,MA,02119,617-635-8137,617-635-8252,"01,02,03,04,05,06,07,08"
00350750,Boston: Horace Mann School for the Deaf,Public School,Principal,Maritza Ciliberto,40 Armington  Street,,Allston,MA,02134,617-635-8534,617-635-6379,"PK,K,01,02,03,05,06,07,08,09,10,11,12"
00350141,Boston: Hugh Roe O'Donnell,Public School,Principal,C. Sura O'Mard,33 Trenton Street,,East Boston,MA,02128,617-635-8454,617-635-8459,"PK,K,01,02,03,04,05"
00350013,Boston: Jackson Mann,Public School,Principal,Andy Tuite,40 Armington Street,,Allston,MA,02134,617-635-8532,617-635-6379,"PK,K,01,02,03,04,05,06,07,08"
00350146,Boston: James Condon Elementary,Public School,Principal,Robert Chisholm,200 D Street,,South Boston,MA,02127,617-635-8608,617-635-8611,"PK,K,01,02,03,04,05,06,07,08"
00350154,Boston: James J Chittick,Public School,Principal,Michelle Burnett-Herndon,154 Ruskindale Road,,Mattapan,MA,02126,617-635-8652,617-635-6925,"PK,K,01,02,03,04,05"
00350156,Boston: James Otis,Public School,Principal,Paula Cerqueira-Goncalve,218 Marion Street,,East Boston,MA,02128,617-635-8372,617-635-8376,"PK,K,01,02,03,04,05"
00350485,Boston: James P Timilty Middle,Public School,Principal,T?sheba Martin,205 Roxbury Street,,Roxbury,MA,02119,617-635-8109,617-635-8115,"06,07,08"
00350153,Boston: James W Hennigan,Public School,Principal,Maria Cordon,200 Heath Street,,Jamaica Plain,MA,02130,617-635-8264,617-635-8271,"K,01,02,03,04,05,06,07,08"
00350525,Boston: Jeremiah E Burke High,Public School,Principal,Lindsa McIntyre,60 Washington Street,,Dorchester,MA,02121,617-635-9837,617-635-9852,"09,10,11,12"
00350172,Boston: John D Philbrick,Public School,Principal,Danladi Bobbitt,40 Philbrick Street,,Roslindale,MA,02131,617-635-8069,617-635-7927,"PK,K,01,02,03,04,05"
00350166,Boston: John F Kennedy,Public School,Principal,Christine Copeland,7 Bolster Street,,Jamaica Plain,MA,02130,617-635-8127,617-635-8130,"PK,K,01,02,03,04,05"
00350179,Boston: John W McCormack,Public School,Principal,Elvis Henriquez,315 Mt Vernon Street,,Dorchester,MA,02125,617-635-8657,617-635-9788,"06,07,08"
00350180,Boston: John Winthrop,Public School,Principal,Leah Blake,35 Brookford Street,,Dorchester,MA,02125,617-635-8379,617-635-9396,"PK,K,01,02,03,04,05"
00350182,Boston: Joseph J Hurley,Public School,Principal,Marjorie Soto,70 Worcester Street,,Boston,MA,02118,617-635-8489,617-635-6868,"PK,K,01,02,03,04,05,06,07,08"
00350183,Boston: Joseph Lee,Public School,Principal,Kimberly Curtis,155 Talbot Avenue,,Dorchester,MA,02124,617-635-8687,617-635-8692,"PK,K,01,02,03,04,05,06,07,08"
00350184,Boston: Joseph P Manning,Public School,Principal,Ethan d'Ablemont Burnes,130 Louders Lane,,Jamaica Plain,MA,02130,617-635-8102,617-635-9348,"PK,K,01,02,03,04,05"
00350181,Boston: Joseph P Tynan,Public School,Principal,Leslie Gant,650 E.  Fourth Street,,South Boston,MA,02127,617-635-8641,617-635-9758,"PK,K,01,02,03,04,05"
00350286,Boston: Josiah Quincy,Public School,Principal,Cynthia Soo hoo,885 Washington Street,,Boston,MA,02111,617-635-8497,617-635-7778,"PK,K,01,02,03,04,05"
00350190,Boston: Joyce Kilmer,Public School,Principal,Emily Berman,35 Baker Street,,West Roxbury,MA,02132,617-635-8060,617-635-8063,"PK,K,01,02,03,04,05,06,07,08"
00350376,Boston: King K-8,Public School,Principal,Grace Coleman,77 Lawrence Avenue,,Dorchester,MA,02121,617-635-8212,617-635-9356,"PK,K,01,02,03,04,05,06,07,08"
00350001,Boston: Lee Academy,Public School,Principal,Amelia Gorman,25 Dunbar Avenue,,Dorchester,MA,02124,617-635-8618,617-635-8621,"PK,K,01,02,03"
00350383,Boston: Lilla G. Frederick Middle School,Public School,Principal,Pauline Lugira,270 Columbia Road,,Dorchester,MA,02121,617-635-1650,617-635-1637,"06,07,08"
00350262,Boston: Lyndon,Public School,Principal,Kathleen Tunney,20 Mt. Vernon Street,,West Roxbury,MA,02132,617-635-6824,617-635-6828,"PK,K,01,02,03,04,05,06,07,08"
00350004,Boston: Lyon K-8,Public School,Principal,Deborah Rooney,50 Beechcroft Street,,Brighton,MA,02135,617-635-7945,617-635-7949,"K,01,02,03,04,05,06,07,08"
00350655,Boston: Lyon Upper 9-12,Public School,Principal,Jean-Dominique Herve Anoh,95 Beechcroft Street,,Brighton,MA,02135,617-635-8351,617-635-8353,"09,10,11,12"
00350537,Boston: Madison Park High,Public School,Principal,Shawn Shackelford,75 Malcolm X Blvd,,Roxbury,MA,02120,617-635-8970,617-635-9831,"09,10,11,12"
00350215,Boston: Manassah E Bradley,Public School,Principal,Claire Rheaume,110 Beachview Road,,East Boston,MA,02128,617-635-8422,617-635-6927,"PK,K,01,02,03,04,05"
00350549,Boston: Margarita Muniz Academy,Public School,Principal,Dania Vazquez,20 Child Street,,Boston,MA,02130,617-470-6907,--,"09,10,11,12"
00350656,Boston: Mario Umana Academy,Public School,Principal,Claudia Gutierrez,312 Border Street,,East Boston,MA,02128,617-635-8481,617-635-9545,"PK,K,01,02,03,04,05,06,07,08"
00350227,Boston: Mather,Public School,Principal,Rochelle Valdez,1 Parish Street,,Dorchester,MA,02122,617-635-8757,617-635-8762,"PK,K,01,02,03,04,05"
00350016,Boston: Mattapan Early Elementary School,Public School,Principal,Walter Henderson,100 Hebron Street,,Mattapan,MA,02126,617-635-8792,617-635-8799,"PK,K,01"
00350229,Boston: Maurice J Tobin,Public School,Principal,Efrain Toledano,40 Smith St,,Roxbury,MA,02120,617-635-8393,617-635-7900,"PK,K,01,02,03,04,05,06,07,08"
00350231,Boston: Michael J Perkins,Public School,Principal,Craig Martin,50 Burke Street,,South Boston,MA,02127,617-635-8601,617-635-9774,"K,01,02,03,04,05"
00350378,Boston: Mildred Avenue K-8,Public School,Principal,Andrew Rollins,5 Mildred Avenue,,Mattapan,MA,02126,617-635-1642,617-635-1641,"PK,K,01,02,03,04,05,06,07,08"
00350382,Boston: Mission Hill School,Public School,Principal,Ayla Gavins,20 Child Street,,Jamaica Plain,MA,02130,617-635-8189,617-635-7835,"PK,K,01,02,03,04,05,06,07,08"
00350237,Boston: Mozart,Public School,Principal,Michael Baulier,236 Beech Street,,Roslindale,MA,02131,617-635-8082,617-635-8087,"PK,K,01,02,03,04,05"
00350243,Boston: Nathan Hale,Public School,Principal,Romaine Mills-teque,51 Cedar Street,,Roxbury,MA,02119,617-635-8205,617-635-8558,"PK,K,01,02,03,04,05"
00350542,Boston: New Mission High School,Public School,Principal,Naia Wilson,655 Metropolitan Ave,,Hyde Park,MA,02136,617-635-6437,617-635-6332,"07,09,10,11,12"
00350138,Boston: O W Holmes,Public School,Principal,Yeshi Gaskin,40 School Street,,Dorchester,MA,02124,617-635-8681,617-635-8685,"PK,K,01,02,03,04,05"
00350575,Boston: O'Bryant School Math/Science,Public School,Principal,Tanya Freeman-Wisdom,55 Malcolm X Blvd,,Roxbury,MA,02120,617-635-9932,617-635-7769,"07,08,09,10,11,12"
00350255,Boston: Oliver Hazard Perry,Public School,Principal,Geoffrey Rose,745 E. 7th Street,,South Boston,MA,02127,617-635-8840,617-635-6387,"PK,K,01,02,03,04,05,06,07,08"
00350257,Boston: Orchard Gardens,Public School,Principal,Megan Webb,906 Albany Street,,Roxbury,MA,02119,617-635-1660,617-635-1634,"PK,K,01,02,03,04,05,06,07,08"
00350264,Boston: Patrick J Kennedy,Public School,Principal,Kristen Goncalves,343 Saratoga Street,,East Boston,MA,02128,617-635-8466,617-635-8469,"PK,K,01,02,03,04,05"
00350268,Boston: Paul A Dever,Public School,Principal,Todd Fishburne,325 Mt Vernon Street,,Dorchester,MA,02125,617-635-8694,617-635-8097,"PK,K,01,02,03,04,05"
00350014,Boston: Pauline Agassiz Shaw Elementary School,Public School,Principal,Akosua Osei-Bobie,429 Norfolk Street,,Dorchester,MA,02124,617-635-8777,617-635-8721,"PK,K,01,02,03"
00350278,Boston: Phineas Bates,Public School,Principal,Rodolfo Morales,426 Beech Street,,Roslindale,MA,02131,617-635-8064,617-635-8068,"PK,K,01,02,03,04,05"
00350565,Boston: Quincy Upper School,Public School,Principal,Stephen Cirasuolo,152 Arlington Street,,Boston,MA,02116,617-635-8940,617-635-1524,"06,07,08,09,10,11,12"
00350691,Boston: Rafael Hernandez,Public School,Principal,Ana Tavares,61 School Street,,Roxbury,MA,02119,617-635-8187,617-635-8190,"PK,K,01,02,03,04,05,06,07,08"
00350240,Boston: Richard J Murphy,Public School,Principal,Courtney Sheppeck,1 Worrell Street,,Dorchester,MA,02122,617-635-8781,617-635-8787,"PK,K,01,02,03,04,05,06,07,08"
00350298,Boston: Roger Clap,Public School,Principal,Marcia Riddick,35 Harvest Street,,Dorchester,MA,02125,617-635-8672,617-635-6389,"PK,K,01,02,03,04,05"
00350302,Boston: Samuel Adams,Public School,Principal,Joanna Mckeigue-cruz,165 Webster Street,,East Boston,MA,02128,617-635-8383,617-635-7822,"PK,K,01,02,03,04,05"
00350304,Boston: Samuel W Mason,Public School,Principal,Lauretta Lewis-medley,150 Norfolk Avenue,,Roxbury,MA,02119,617-635-8405,617-635-8406,"PK,K,01,02,03,04,05"
00350308,Boston: Sarah Greenwood,Public School,Principal,Karla Gandiaga,189 Glenway Street,,Dorchester,MA,02121,617-635-8710,617-635-8713,"PK,K,01,02,03,04,05,06,07,08"
00350690,Boston: Snowden International School at Copley,Public School,Principal,Eugene Roundtree,150 Newbury Street,,Boston,MA,02116,617-635-9989,617-635-9996,"09,10,11,12"
00350657,Boston: TechBoston Academy,Public School,Principal,Nora Vernazza,9 Peacevale Road,,Dorchester,MA,02124,617-635-1615,617-635-1622,"06,07,08,09,10,11,12"
00350535,Boston: The English High,Public School,Principal,A. freda Johnson,144 McBride Street,,Jamaica Plain,MA,02130,617-635-8979,617-635-8988,"09,10,11,12"
00350328,Boston: Thomas J Kenny,Public School,Principal,Emily Bryan,19 Oakton Avenue,,Dorchester,MA,02122,617-635-8789,617-635-8791,"PK,K,01,02,03,04,05"
00350167,Boston: UP Academy Holland,Public School,Principal,Hillary Casson,85 Olney Street,,Dorchester,MA,02121,617-635-8832,617-635-8838,"PK,K,01,02,03,04,05"
